treatment,type,code
chemotherapy_services,HCPCS,J9828
chemotherapy_services,HCPCS,J9829
chemotherapy_services,HCPCS,J9830
chemotherapy_services,HCPCS,J9831
chemotherapy_services,HCPCS,J9832
chemotherapy_services,HCPCS,J9833
chemotherapy_services,HCPCS,J9834
chemotherapy_services,HCPCS,J9835
chemotherapy_services,HCPCS,J9836
chemotherapy_services,HCPCS,J9837
chemotherapy_services,HCPCS,J9838
chemotherapy_services,HCPCS,J9839
chemotherapy_services,HCPCS,J9840
chemotherapy_services,HCPCS,J9841
chemotherapy_services,HCPCS,J9842
chemotherapy_services,HCPCS,J9843
chemotherapy_services,HCPCS,J9844
chemotherapy_services,HCPCS,J9845
chemotherapy_services,HCPCS,J9846
chemotherapy_services,HCPCS,J9847
chemotherapy_services,HCPCS,J9848
chemotherapy_services,HCPCS,J9849
chemotherapy_services,HCPCS,J9850
chemotherapy_services,HCPCS,J9851
chemotherapy_services,HCPCS,J9852
chemotherapy_services,HCPCS,J9853
chemotherapy_services,HCPCS,J9854
chemotherapy_services,HCPCS,J9855
chemotherapy_services,HCPCS,J9856
chemotherapy_services,HCPCS,J9857
chemotherapy_services,HCPCS,J9858
chemotherapy_services,HCPCS,J9859
chemotherapy_services,HCPCS,J9860
chemotherapy_services,HCPCS,J9861
chemotherapy_services,HCPCS,J9862
chemotherapy_services,HCPCS,J9863
chemotherapy_services,HCPCS,J9864
chemotherapy_services,HCPCS,J9865
chemotherapy_services,HCPCS,J9866
chemotherapy_services,HCPCS,J9867
chemotherapy_services,HCPCS,J9868
chemotherapy_services,HCPCS,J9869
chemotherapy_services,HCPCS,J9870
chemotherapy_services,HCPCS,J9871
chemotherapy_services,HCPCS,J9872
chemotherapy_services,HCPCS,J9873
chemotherapy_services,HCPCS,J9874
chemotherapy_services,HCPCS,J9875
chemotherapy_services,HCPCS,J9876
chemotherapy_services,HCPCS,J9877
chemotherapy_services,HCPCS,J9878
chemotherapy_services,HCPCS,J9879
chemotherapy_services,HCPCS,J9880
chemotherapy_services,HCPCS,J9881
chemotherapy_services,HCPCS,J9882
chemotherapy_services,HCPCS,J9883
chemotherapy_services,HCPCS,J9884
chemotherapy_services,HCPCS,J9885
chemotherapy_services,HCPCS,J9886
chemotherapy_services,HCPCS,J9887
chemotherapy_services,HCPCS,J9888
chemotherapy_services,HCPCS,J9889
chemotherapy_services,HCPCS,J9890
chemotherapy_services,HCPCS,J9891
chemotherapy_services,HCPCS,J9892
chemotherapy_services,HCPCS,J9893
chemotherapy_services,HCPCS,J9894
chemotherapy_services,HCPCS,J9895
chemotherapy_services,HCPCS,J9896
chemotherapy_services,HCPCS,J9897
chemotherapy_services,HCPCS,J9898
chemotherapy_services,HCPCS,J9899
chemotherapy_services,HCPCS,J9900
chemotherapy_services,HCPCS,J9901
chemotherapy_services,HCPCS,J9902
chemotherapy_services,HCPCS,J9903
chemotherapy_services,HCPCS,J9904
chemotherapy_services,HCPCS,J9905
chemotherapy_services,HCPCS,J9906
chemotherapy_services,HCPCS,J9907
chemotherapy_services,HCPCS,J9908
chemotherapy_services,HCPCS,J9909
chemotherapy_services,HCPCS,J9910
chemotherapy_services,HCPCS,J9911
chemotherapy_services,HCPCS,J9912
chemotherapy_services,HCPCS,J9913
chemotherapy_services,HCPCS,J9914
chemotherapy_services,HCPCS,J9915
chemotherapy_services,HCPCS,J9916
chemotherapy_services,HCPCS,J9917
chemotherapy_services,HCPCS,J9918
chemotherapy_services,HCPCS,J9919
chemotherapy_services,HCPCS,J9920
chemotherapy_services,HCPCS,J9921
chemotherapy_services,HCPCS,J9922
chemotherapy_services,HCPCS,J9923
chemotherapy_services,HCPCS,J9924
chemotherapy_services,HCPCS,J9925
chemotherapy_services,HCPCS,J9926
chemotherapy_services,HCPCS,J9927
chemotherapy_services,HCPCS,J9928
chemotherapy_services,HCPCS,J9929
chemotherapy_services,HCPCS,J9930
chemotherapy_services,HCPCS,J9931
chemotherapy_services,HCPCS,J9932
chemotherapy_services,HCPCS,J9933
chemotherapy_services,HCPCS,J9934
chemotherapy_services,HCPCS,J9935
chemotherapy_services,HCPCS,J9936
chemotherapy_services,HCPCS,J9937
chemotherapy_services,HCPCS,J9938
chemotherapy_services,HCPCS,J9939
chemotherapy_services,HCPCS,J9940
chemotherapy_services,HCPCS,J9941
chemotherapy_services,HCPCS,J9942
chemotherapy_services,HCPCS,J9943
chemotherapy_services,HCPCS,J9944
chemotherapy_services,HCPCS,J9945
chemotherapy_services,HCPCS,J9946
chemotherapy_services,HCPCS,J9947
chemotherapy_services,HCPCS,J9948
chemotherapy_services,HCPCS,J9949
chemotherapy_services,HCPCS,J9950
chemotherapy_services,HCPCS,J9951
chemotherapy_services,HCPCS,J9952
chemotherapy_services,HCPCS,J9953
chemotherapy_services,HCPCS,J9954
chemotherapy_services,HCPCS,J9955
chemotherapy_services,HCPCS,J9956
chemotherapy_services,HCPCS,J9957
chemotherapy_services,HCPCS,J9958
chemotherapy_services,HCPCS,J9959
chemotherapy_services,HCPCS,J9960
chemotherapy_services,HCPCS,J9961
chemotherapy_services,HCPCS,J9962
chemotherapy_services,HCPCS,J9963
chemotherapy_services,HCPCS,J9964
chemotherapy_services,HCPCS,J9965
chemotherapy_services,HCPCS,J9966
chemotherapy_services,HCPCS,J9967
chemotherapy_services,HCPCS,J9968
chemotherapy_services,HCPCS,J9969
chemotherapy_services,HCPCS,J9970
chemotherapy_services,HCPCS,J9971
chemotherapy_services,HCPCS,J9972
chemotherapy_services,HCPCS,J9973
chemotherapy_services,HCPCS,J9974
chemotherapy_services,HCPCS,J9975
chemotherapy_services,HCPCS,J9976
chemotherapy_services,HCPCS,J9977
chemotherapy_services,HCPCS,J9978
chemotherapy_services,HCPCS,J9979
chemotherapy_services,HCPCS,J9980
chemotherapy_services,HCPCS,J9981
chemotherapy_services,HCPCS,J9982
chemotherapy_services,HCPCS,J9983
chemotherapy_services,HCPCS,J9984
chemotherapy_services,HCPCS,J9985
chemotherapy_services,HCPCS,J9986
chemotherapy_services,HCPCS,J9987
chemotherapy_services,HCPCS,J9988
chemotherapy_services,HCPCS,J9989
chemotherapy_services,HCPCS,J9990
chemotherapy_services,HCPCS,J9991
chemotherapy_services,HCPCS,J9992
chemotherapy_services,HCPCS,J9993
chemotherapy_services,HCPCS,J9994
chemotherapy_services,HCPCS,J9995
chemotherapy_services,HCPCS,J9996
chemotherapy_services,HCPCS,J9997
chemotherapy_services,HCPCS,J9998
chemotherapy_services,HCPCS,J9999
chemotherapy_temozolomide,NDC,548684142
chemotherapy_temozolomide,NDC,548685348
chemotherapy_temozolomide,NDC,548685350
chemotherapy_temozolomide,NDC,548685354
chemotherapy_temozolomide,NDC,548685980
chemotherapy_temozolomide,NDC,621750240
chemotherapy_temozolomide,NDC,621750241
chemotherapy_temozolomide,NDC,621750242
chemotherapy_temozolomide,NDC,621750243
chemotherapy_temozolomide,NDC,621750244
chemotherapy_temozolomide,NDC,621750245
chemotherapy_temozolomide,NDC,641440501
chemotherapy_temozolomide,NDC,641440502
chemotherapy_temozolomide,NDC,641440503
chemotherapy_temozolomide,NDC,641440504
chemotherapy_temozolomide,NDC,641440505
chemotherapy_temozolomide,NDC,641440506
chemotherapy_temozolomide,NDC,649800333
chemotherapy_temozolomide,NDC,649800334
chemotherapy_temozolomide,NDC,649800335
chemotherapy_temozolomide,NDC,649800336
chemotherapy_temozolomide,NDC,649800337
chemotherapy_temozolomide,NDC,649800338
chemotherapy_temozolomide,NDC,651620801
chemotherapy_temozolomide,NDC,651620802
chemotherapy_temozolomide,NDC,651620803
chemotherapy_temozolomide,NDC,651620804
chemotherapy_temozolomide,NDC,651620805
chemotherapy_temozolomide,NDC,651620806
chemotherapy_temozolomide,NDC,678770537
chemotherapy_temozolomide,NDC,678770538
chemotherapy_temozolomide,NDC,678770539
chemotherapy_temozolomide,NDC,678770540
chemotherapy_temozolomide,NDC,678770541
chemotherapy_temozolomide,NDC,678770542
chemotherapy_temozolomide,NDC,691897638
chemotherapy_temozolomide,NDC,000850381
chemotherapy_temozolomide,NDC,167290048
chemotherapy_temozolomide,NDC,167290050
chemotherapy_temozolomide,NDC,167290051
chemotherapy_temozolomide,NDC,167290129
chemotherapy_temozolomide,NDC,167290130
chemotherapy_temozolomide,NDC,400510604
chemotherapy_temozolomide,NDC,400510605
chemotherapy_temozolomide,NDC,400510606
chemotherapy_temozolomide,NDC,400510607
chemotherapy_temozolomide,NDC,400510608
chemotherapy_temozolomide,NDC,400510609
chemotherapy_temozolomide,NDC,473350893
chemotherapy_temozolomide,NDC,000540320
chemotherapy_temozolomide,NDC,000540321
chemotherapy_temozolomide,NDC,000540322
chemotherapy_temozolomide,NDC,000540323
chemotherapy_temozolomide,NDC,000540324
chemotherapy_temozolomide,NDC,000540325
chemotherapy_temozolomide,NDC,167290049
chemotherapy_temozolomide,NDC,502680761
chemotherapy_temozolomide,NDC,502680762
chemotherapy_temozolomide,NDC,473350890
chemotherapy_temozolomide,NDC,473350891
chemotherapy_temozolomide,NDC,473350892
chemotherapy_temozolomide,NDC,473350929
chemotherapy_temozolomide,NDC,473350930
chemotherapy_temozolomide,NDC,625590921
chemotherapy_temozolomide,NDC,625590920
chemotherapy_temozolomide,NDC,625590922
chemotherapy_temozolomide,NDC,625590923
chemotherapy_temozolomide,NDC,625590924
chemotherapy_temozolomide,NDC,625590925
chemotherapy_temozolomide,NDC,000853004
chemotherapy_temozolomide,NDC,000851366
chemotherapy_temozolomide,NDC,000851381
chemotherapy_temozolomide,NDC,000851417
chemotherapy_temozolomide,NDC,000851425
chemotherapy_temozolomide,NDC,000851430
chemotherapy_temozolomide,NDC,000851519
chemotherapy_temozolomide,NDC,000937599
chemotherapy_temozolomide,NDC,000937600
chemotherapy_temozolomide,NDC,000937601
chemotherapy_temozolomide,NDC,000937602
chemotherapy_temozolomide,NDC,000937638
chemotherapy_temozolomide,NDC,000937639
chemotherapy_temozolomide,NDC,003785260
chemotherapy_temozolomide,NDC,003785261
chemotherapy_temozolomide,NDC,003785262
chemotherapy_temozolomide,NDC,003785263
chemotherapy_temozolomide,NDC,003785264
chemotherapy_temozolomide,NDC,003785265
chemotherapy_temozolomide,NDC,005271777
chemotherapy_temozolomide,NDC,005271778
chemotherapy_temozolomide,NDC,005271779
chemotherapy_temozolomide,NDC,005271780
chemotherapy_temozolomide,NDC,005271781
chemotherapy_temozolomide,NDC,005271782
chemotherapy_temozolomide,NDC,007812691
chemotherapy_temozolomide,NDC,007812692
chemotherapy_temozolomide,NDC,007812693
chemotherapy_temozolomide,NDC,007812694
chemotherapy_temozolomide,NDC,007812695
chemotherapy_temozolomide,NDC,007812696
chemotherapy_temozolomide,NDC,427370101
chemotherapy_temozolomide,NDC,427370102
chemotherapy_temozolomide,NDC,427370103
chemotherapy_temozolomide,NDC,427370104
chemotherapy_temozolomide,NDC,427370105
chemotherapy_temozolomide,NDC,427370106
chemotherapy_temozolomide,NDC,439750252
chemotherapy_temozolomide,NDC,439750253
chemotherapy_temozolomide,NDC,439750254
chemotherapy_temozolomide,NDC,439750255
chemotherapy_temozolomide,NDC,439750257
chemotherapy_temozolomide,NDC,502680763
chemotherapy_temozolomide,NDC,518620083
chemotherapy_temozolomide,NDC,518620084
chemotherapy_temozolomide,NDC,518620085
chemotherapy_temozolomide,NDC,518620086
chemotherapy_temozolomide,NDC,518620087
chemotherapy_temozolomide,NDC,518620088
chemotherapy_temozolomide,NDC,758340132
chemotherapy_temozolomide,NDC,758340142
chemotherapy_temozolomide,NDC,758340143
chemotherapy_temozolomide,NDC,758340144
chemotherapy_temozolomide,NDC,758340145
chemotherapy_temozolomide,NDC,439750256
chemotherapy_temozolomide,NDC,599230703
chemotherapy_temozolomide,NDC,599230704
chemotherapy_temozolomide,NDC,599230705
chemotherapy_temozolomide,NDC,599230706
chemotherapy_temozolomide,NDC,599230707
chemotherapy_temozolomide,NDC,599230708
chemotherapy_temozolomide,NDC,599230709
chemotherapy_temozolomide,NDC,599230710
chemotherapy_temozolomide,NDC,599230711
chemotherapy_temozolomide,NDC,599230712
chemotherapy_temozolomide,NDC,599230713
chemotherapy_temozolomide,NDC,167290051
chemotherapy_temozolomide,NDC,651620803
chemotherapy_temozolomide,NDC,000937600
chemotherapy_temozolomide,NDC,651620805
chemotherapy_temozolomide,NDC,000851259
chemotherapy_temozolomide,HCPCS,C1086
chemotherapy_temozolomide,HCPCS,C9253
chemotherapy_temozolomide,HCPCS,J8700
chemotherapy_temozolomide,HCPCS,J9328
chemotherapy_topotecan,HCPCS,J8705
chemotherapy_topotecan,HCPCS,J9350
chemotherapy_topotecan,HCPCS,J9351
chemotherapy_topotecan,NDC,667580051
chemotherapy_topotecan,NDC,664350410
chemotherapy_topotecan,NDC,674570474
chemotherapy_topotecan,NDC,000074201
chemotherapy_topotecan,NDC,000074205
chemotherapy_topotecan,NDC,000074207
chemotherapy_topotecan,NDC,000690075
chemotherapy_topotecan,NDC,000780672
chemotherapy_topotecan,NDC,000780673
chemotherapy_topotecan,NDC,000780674
chemotherapy_topotecan,NDC,004090302
chemotherapy_topotecan,NDC,007034714
chemotherapy_topotecan,NDC,167290151
chemotherapy_topotecan,NDC,167290243
chemotherapy_topotecan,NDC,459630615
chemotherapy_topotecan,NDC,553900370
chemotherapy_topotecan,NDC,627560023
chemotherapy_topotecan,NDC,633230762
chemotherapy_topotecan,NDC,674570662
chemotherapy_topotecan,NDC,712880127
chemotherapy_topotecan,NDC,250210206
chemotherapy_topotecan,NDC,250210236
chemotherapy_topotecan,NDC,250210824
chemotherapy_topotecan,NDC,507420404
chemotherapy_vinorelbine,HCPCS,C9440
chemotherapy_vinorelbine,HCPCS,J9390
chemotherapy_vinorelbine,NDC,553900069
chemotherapy_vinorelbine,NDC,553900070
chemotherapy_vinorelbine,NDC,000080045
chemotherapy_vinorelbine,NDC,643700532
chemotherapy_vinorelbine,NDC,617030341
chemotherapy_vinorelbine,NDC,000690099
chemotherapy_vinorelbine,NDC,000690103
chemotherapy_vinorelbine,NDC,000690205
chemotherapy_vinorelbine,NDC,007034182
chemotherapy_vinorelbine,NDC,007034183
chemotherapy_vinorelbine,NDC,250210204
chemotherapy_vinorelbine,NDC,459630607
chemotherapy_vinorelbine,NDC,667580045
chemotherapy_vinorelbine,NDC,674570431
chemotherapy_vinorelbine,NDC,674570479
chemotherapy_vinorelbine,NDC,674570481
chemotherapy_vinorelbine,NDC,674570482
chemotherapy_vinorelbine,NDC,507420420
chemotherapy_vinorelbine,NDC,507420427
diagnostic_imaging,CPT,70450
diagnostic_imaging,CPT,70451
diagnostic_imaging,CPT,70452
diagnostic_imaging,CPT,70453
diagnostic_imaging,CPT,70454
diagnostic_imaging,CPT,70455
diagnostic_imaging,CPT,70456
diagnostic_imaging,CPT,70457
diagnostic_imaging,CPT,70458
diagnostic_imaging,CPT,70459
diagnostic_imaging,CPT,70460
diagnostic_imaging,CPT,70461
diagnostic_imaging,CPT,70462
diagnostic_imaging,CPT,70463
diagnostic_imaging,CPT,70464
diagnostic_imaging,CPT,70465
diagnostic_imaging,CPT,70466
diagnostic_imaging,CPT,70467
diagnostic_imaging,CPT,70468
diagnostic_imaging,CPT,70469
diagnostic_imaging,CPT,70470
diagnostic_imaging,CPT,70551
diagnostic_imaging,CPT,70552
diagnostic_imaging,CPT,70553
diagnostic_imaging,CPT,78607
diagnostic_imaging,CPT,78608
neurosurgical_resection,ICD9,0121
neurosurgical_resection,ICD9,0122
neurosurgical_resection,ICD9,0123
neurosurgical_resection,ICD9,0124
neurosurgical_resection,ICD9,0125
neurosurgical_resection,ICD9,0131
neurosurgical_resection,ICD9,0151
neurosurgical_resection,ICD9,0159
neurosurgical_resection,CPT,61105
neurosurgical_resection,CPT,61106
neurosurgical_resection,CPT,61107
neurosurgical_resection,CPT,61108
neurosurgical_resection,CPT,61304
neurosurgical_resection,CPT,61305
neurosurgical_resection,CPT,61312
neurosurgical_resection,CPT,61313
neurosurgical_resection,CPT,61314
neurosurgical_resection,CPT,61315
neurosurgical_resection,CPT,61320
neurosurgical_resection,CPT,61321
neurosurgical_resection,CPT,61330
neurosurgical_resection,CPT,61332
neurosurgical_resection,CPT,61333
neurosurgical_resection,CPT,61334
neurosurgical_resection,CPT,61340
neurosurgical_resection,CPT,61343
neurosurgical_resection,CPT,61345
neurosurgical_resection,CPT,61440
neurosurgical_resection,CPT,61450
neurosurgical_resection,CPT,61458
neurosurgical_resection,CPT,61460
neurosurgical_resection,CPT,61470
neurosurgical_resection,CPT,61500
neurosurgical_resection,CPT,61501
neurosurgical_resection,CPT,61510
neurosurgical_resection,CPT,61512
neurosurgical_resection,CPT,61514
neurosurgical_resection,CPT,61516
neurosurgical_resection,CPT,61518
neurosurgical_resection,CPT,61519
neurosurgical_resection,CPT,61520
neurosurgical_resection,CPT,61521
neurosurgical_resection,CPT,61522
neurosurgical_resection,CPT,61524
neurosurgical_resection,CPT,61526
neurosurgical_resection,CPT,61530
neurosurgical_resection,CPT,61531
neurosurgical_resection,CPT,61533
neurosurgical_resection,CPT,61534
neurosurgical_resection,CPT,61535
neurosurgical_resection,CPT,61536
neurosurgical_resection,CPT,61538
neurosurgical_resection,CPT,61539
neurosurgical_resection,CPT,61541
neurosurgical_resection,CPT,61542
neurosurgical_resection,CPT,61543
neurosurgical_resection,CPT,61544
neurosurgical_resection,CPT,61545
neurosurgical_resection,CPT,61546
neurosurgical_resection,CPT,61548
neurosurgical_resection,CPT,61550
neurosurgical_resection,CPT,61552
neurosurgical_resection,CPT,61556
neurosurgical_resection,CPT,61557
neurosurgical_resection,CPT,61558
neurosurgical_resection,CPT,61559
neurosurgical_resection,CPT,61563
neurosurgical_resection,CPT,61564
neurosurgical_resection,CPT,61570
neurosurgical_resection,CPT,61571
neurosurgical_resection,CPT,61575
neurosurgical_resection,CPT,61576
neurosurgical_resection,CPT,61580
neurosurgical_resection,CPT,61581
neurosurgical_resection,CPT,61582
neurosurgical_resection,CPT,61583
neurosurgical_resection,CPT,61584
neurosurgical_resection,CPT,61585
neurosurgical_resection,CPT,61586
neurosurgical_resection,CPT,61590
neurosurgical_resection,CPT,61591
neurosurgical_resection,CPT,61592
neurosurgical_resection,CPT,61596
neurosurgical_resection,CPT,61597
neurosurgical_resection,CPT,61598
neurosurgical_resection,CPT,61600
neurosurgical_resection,CPT,61601
neurosurgical_resection,CPT,61605
neurosurgical_resection,CPT,61606
neurosurgical_resection,CPT,61607
neurosurgical_resection,CPT,61608
neurosurgical_resection,CPT,61609
neurosurgical_resection,CPT,61610
neurosurgical_resection,CPT,61611
neurosurgical_resection,CPT,61612
neurosurgical_resection,CPT,61613
neurosurgical_resection,CPT,61615
neurosurgical_resection,CPT,61616
radiation_therapy,ICD9,9223
radiation_therapy,ICD9,9224
radiation_therapy,ICD9,9225
radiation_therapy,ICD9,0923
radiation_therapy,ICD9,9231
radiation_therapy,ICD9,9232
radiation_therapy,ICD9,9233
radiation_therapy,ICD9,9239
radiation_therapy,CPT,77261
radiation_therapy,CPT,77262
radiation_therapy,CPT,77263
radiation_therapy,CPT,77280
radiation_therapy,CPT,77285
radiation_therapy,CPT,77290
radiation_therapy,CPT,77295
radiation_therapy,CPT,77299
radiation_therapy,CPT,77300
radiation_therapy,CPT,77301
radiation_therapy,CPT,77306
radiation_therapy,CPT,77307
radiation_therapy,CPT,77305
radiation_therapy,CPT,77310
radiation_therapy,CPT,77315
radiation_therapy,CPT,77321
radiation_therapy,CPT,77331
radiation_therapy,CPT,77332
radiation_therapy,CPT,77333
radiation_therapy,CPT,77334
radiation_therapy,CPT,77336
radiation_therapy,CPT,77337
radiation_therapy,CPT,77370
radiation_therapy,CPT,77371
radiation_therapy,CPT,77372
radiation_therapy,CPT,77385
radiation_therapy,CPT,77399
radiation_therapy,CPT,77401
radiation_therapy,CPT,77402
radiation_therapy,CPT,77403
radiation_therapy,CPT,77404
radiation_therapy,CPT,77405
radiation_therapy,CPT,77406
radiation_therapy,CPT,77407
radiation_therapy,CPT,77408
radiation_therapy,CPT,77409
radiation_therapy,CPT,77410
radiation_therapy,CPT,77411
radiation_therapy,CPT,77412
radiation_therapy,CPT,77413
radiation_therapy,CPT,77414
radiation_therapy,CPT,77416
radiation_therapy,CPT,77418
radiation_therapy,CPT,77419
radiation_therapy,CPT,77420
radiation_therapy,CPT,77422
radiation_therapy,CPT,77423
radiation_therapy,CPT,77424
radiation_therapy,CPT,77425
radiation_therapy,CPT,77427
radiation_therapy,CPT,77430
radiation_therapy,CPT,77431
radiation_therapy,CPT,77432
radiation_therapy,CPT,77520
radiation_therapy,CPT,77521
radiation_therapy,CPT,77522
radiation_therapy,CPT,77523
radiation_therapy,CPT,77524
radiation_therapy,CPT,77525
radiation_therapy,CPT,0073T
radiation_therapy,HCPCS,G0173
radiation_therapy,HCPCS,G0174
radiation_therapy,HCPCS,G0242
radiation_therapy,HCPCS,G0243
radiation_therapy,HCPCS,G0251
radiation_therapy,HCPCS,G0338
radiation_therapy,HCPCS,G0339
radiation_therapy,HCPCS,G0340
radiation_therapy,HCPCS,G0340
radiation_therapy,HCPCS,G6001
radiation_therapy,HCPCS,G6002
radiation_therapy,HCPCS,G6003
radiation_therapy,HCPCS,G6004
radiation_therapy,HCPCS,G6005
radiation_therapy,HCPCS,G6006
radiation_therapy,HCPCS,G6007
radiation_therapy,HCPCS,G6008
radiation_therapy,HCPCS,G6009
radiation_therapy,HCPCS,G6010
radiation_therapy,HCPCS,G6011
radiation_therapy,HCPCS,G6012
radiation_therapy,HCPCS,G6013
radiation_therapy,HCPCS,G6014
radiation_therapy,HCPCS,G6015
radiation_therapy,HCPCS,G6016
radiation_therapy,HCPCS,G6017
stereotactic_radiosurgery,ICD9,0923
stereotactic_radiosurgery,ICD9,9231
stereotactic_radiosurgery,ICD9,9232
stereotactic_radiosurgery,ICD9,9233
stereotactic_radiosurgery,ICD9,9239
stereotactic_radiosurgery,CPT,32701
stereotactic_radiosurgery,CPT,61793
stereotactic_radiosurgery,CPT,61796
stereotactic_radiosurgery,CPT,61797
stereotactic_radiosurgery,CPT,61798
stereotactic_radiosurgery,CPT,61799
stereotactic_radiosurgery,CPT,61800
stereotactic_radiosurgery,CPT,77371
stereotactic_radiosurgery,CPT,77372
stereotactic_radiosurgery,CPT,77373
stereotactic_radiosurgery,CPT,77385
stereotactic_radiosurgery,CPT,77386
stereotactic_radiosurgery,CPT,77387
stereotactic_radiosurgery,CPT,77432
stereotactic_radiosurgery,HCPCS,G0173
stereotactic_radiosurgery,HCPCS,G0174
stereotactic_radiosurgery,HCPCS,G0242
stereotactic_radiosurgery,HCPCS,G0243
stereotactic_radiosurgery,HCPCS,G0251
stereotactic_radiosurgery,HCPCS,G0338
stereotactic_radiosurgery,HCPCS,G0339
stereotactic_radiosurgery,HCPCS,G0340
surgical_pathology,CPT,88300
surgical_pathology,CPT,88301
surgical_pathology,CPT,88302
surgical_pathology,CPT,88303
surgical_pathology,CPT,88304
surgical_pathology,CPT,88305
surgical_pathology,CPT,88306
surgical_pathology,CPT,88307
surgical_pathology,CPT,88308
surgical_pathology,CPT,88309
surgical_pathology,CPT,88310
surgical_pathology,CPT,88311
surgical_pathology,CPT,88312
surgical_pathology,CPT,88313
surgical_pathology,CPT,88314
surgical_pathology,CPT,88315
surgical_pathology,CPT,88316
surgical_pathology,CPT,88317
surgical_pathology,CPT,88318
surgical_pathology,CPT,88319
surgical_pathology,CPT,88320
surgical_pathology,CPT,88321
surgical_pathology,CPT,88322
surgical_pathology,CPT,88323
surgical_pathology,CPT,88324
surgical_pathology,CPT,88325
surgical_pathology,CPT,88326
surgical_pathology,CPT,88327
surgical_pathology,CPT,88328
surgical_pathology,CPT,88329
surgical_pathology,CPT,88330
surgical_pathology,CPT,88331
surgical_pathology,CPT,88332
surgical_pathology,CPT,88333
surgical_pathology,CPT,88334
surgical_pathology,CPT,88335
surgical_pathology,CPT,88336
surgical_pathology,CPT,88337
surgical_pathology,CPT,88338
surgical_pathology,CPT,88339
surgical_pathology,CPT,88340
surgical_pathology,CPT,88341
surgical_pathology,CPT,88342
surgical_pathology,CPT,88343
surgical_pathology,CPT,88344
surgical_pathology,CPT,88345
surgical_pathology,CPT,88346
surgical_pathology,CPT,88347
surgical_pathology,CPT,88348
surgical_pathology,CPT,88349
surgical_pathology,CPT,88350
surgical_pathology,CPT,88351
surgical_pathology,CPT,88352
surgical_pathology,CPT,88353
surgical_pathology,CPT,88354
surgical_pathology,CPT,88355
surgical_pathology,CPT,88356
surgical_pathology,CPT,88357
surgical_pathology,CPT,88358
surgical_pathology,CPT,88359
surgical_pathology,CPT,88360
surgical_pathology,CPT,88361
surgical_pathology,CPT,88362
surgical_pathology,CPT,88363
surgical_pathology,CPT,88364
surgical_pathology,CPT,88365
surgical_pathology,CPT,88366
surgical_pathology,CPT,88367
surgical_pathology,CPT,88368
surgical_pathology,CPT,88369
surgical_pathology,CPT,88370
surgical_pathology,CPT,88371
surgical_pathology,CPT,88372
surgical_pathology,CPT,88373
surgical_pathology,CPT,88374
surgical_pathology,CPT,88375
surgical_pathology,CPT,88376
surgical_pathology,CPT,88377
surgical_pathology,CPT,88378
surgical_pathology,CPT,88379
surgical_pathology,CPT,88380
surgical_pathology,CPT,88381
surgical_pathology,CPT,88382
surgical_pathology,CPT,88383
surgical_pathology,CPT,88384
surgical_pathology,CPT,88385
surgical_pathology,CPT,88386
surgical_pathology,CPT,88387
surgical_pathology,CPT,88388
surgical_pathology,CPT,88389
surgical_pathology,CPT,88390
surgical_pathology,CPT,88391
surgical_pathology,CPT,88392
surgical_pathology,CPT,88393
surgical_pathology,CPT,88394
surgical_pathology,CPT,88395
surgical_pathology,CPT,88396
surgical_pathology,CPT,88397
surgical_pathology,CPT,88398
surgical_pathology,CPT,88399
inhibitor_pembrolizumab,NDC,000063026
inhibitor_pembrolizumab,NDC,000063026
inhibitor_pembrolizumab,NDC,000063026
inhibitor_pembrolizumab,NDC,000063029
inhibitor_pembrolizumab,NDC,000063029
inhibitor_necitumumab,NDC,000027716
inhibitor_nivolumab,NDC,000033734
inhibitor_nivolumab,NDC,000033756
inhibitor_nivolumab,NDC,000033772
inhibitor_nivolumab,NDC,000033774
inhibitor_ipilimumab,NDC,000032327
inhibitor_ipilimumab,NDC,000032328
inhibitor_atezolizumab,NDC,502420917
inhibitor_atezolizumab,NDC,502420917
inhibitor_atezolizumab,NDC,502420918
inhibitor_atezolizumab,NDC,502420918
inhibitor_ramucirumab,NDC,000027669
inhibitor_ramucirumab,NDC,000027678
inhibitor_pembrolizumab,HCPCS,C9027
inhibitor_pembrolizumab,HCPCS,J9271
inhibitor_necitumumab,HCPCS,C9475
inhibitor_necitumumab,HCPCS,J9295
inhibitor_nivolumab,HCPCS,C9453
inhibitor_nivolumab,HCPCS,J9299
inhibitor_ipilimumab,HCPCS,C9284
inhibitor_ipilimumab,HCPCS,J9228
inhibitor_atezolizumab,HCPCS,C9483
inhibitor_atezolizumab,HCPCS,J9022
inhibitor_ramucirumab,HCPCS,C9025
inhibitor_ramucirumab,HCPCS,J9308
betablocker_bisoprolol,NDC,713351678
betablocker_bisoprolol,NDC,713351678
betablocker_bisoprolol,NDC,713351678
betablocker_bisoprolol,NDC,713351678
betablocker_bisoprolol,NDC,713351678
betablocker_bisoprolol,NDC,528170270
betablocker_bisoprolol,NDC,528170270
betablocker_bisoprolol,NDC,528170271
betablocker_bisoprolol,NDC,528170271
betablocker_bisoprolol,NDC,680715097
betablocker_bisoprolol,NDC,636296907
betablocker_bisoprolol,NDC,636296907
betablocker_bisoprolol,NDC,636296907
betablocker_bisoprolol,NDC,631870871
betablocker_bisoprolol,NDC,631870871
betablocker_bisoprolol,NDC,680711582
betablocker_bisoprolol,NDC,658620086
